,word,count,len
1409,travelled,2,9
1410,behaved,1,7
1411,malady,1,6
1412,stomach,2,7
1413,stars,12,5
1414,quarry,1,6
1415,colleagues,2,10
1416,steed,6,5
1417,bother,1,6
1418,extraordinarily,2,15
1419,psalm,1,5
1420,sooner,5,6
1421,torrent,2,7
1422,devotion,14,8
1423,false,13,5
1424,beggar,1,6
1425,trusting,2,8
1426,gently,5,6
1427,reassuring,1,10
1428,tonight,6,7
1429,gentle,3,6
1430,affinities,1,10
1431,[16],1,4
1432,clearly,10,7
1433,viewed,2,6
1434,amphibious,1,10
1435,dishes,1,6
1436,mills,1,5
1437,adjunct,1,7
1438,astride,1,7
1439,babes,1,5
1440,ganges,5,6
1441,triumphal,1,9
1442,lily,1,4
1443,soap,1,4
1444,tyrannical,1,10
1445,petals,1,6
1446,courtesy,1,8
1447,vultures,1,8
1448,stronger,1,8
1449,face,61,4
1450,demurely,1,8
1451,wounded,4,7
1452,fact,16,4
1453,atmosphere,2,10
1454,sail,1,4
1455,vacancy,2,7
1456,bring,28,5
1457,manchester,1,10
1458,bedroom,13,7
1459,rough,1,5
1460,trivial,1,7
1461,brink,2,5
1462,principal,2,9
1463,pause,8,5
1464,entangling,1,10
1465,jar,1,3
1466,planted,1,7
1467,printers,1,8
1468,hope,7,4
1469,meant,9,5
1470,disprove,1,8
1471,listened,1,8
1472,means,16,5
1473,familiar,5,8
1474,muttering,3,9
1475,lucky,1,5
1476,listener,1,8
1477,wring,1,5
1478,shaping,2,7
1479,smash,1,5
1480,summon,1,6
1481,stuff,5,5
1482,frame,2,5
1483,edition,1,7
1484,packed,3,6
1485,coils,1,5
1486,destiny,3,7
1487,insulting,1,9
1488,injustice,7,9
1489,harsher,1,7
1490,pistol,7,6
1491,ends,4,4
1492,courtyard,1,9
1493,staring,4,7
1494,figured,1,7
1495,drum,2,4
1496,invited,3,7
1497,harish,13,6
1498,doorway,2,7
1499,streams,1,7
1500,rama,1,4
1501,co,1,2
1502,evasively,1,9
1503,whispering,1,10
1504,undergraduate,1,13
1505,bankim,2,6
1506,shudder,1,7
1507,outsider,1,8
1508,poured,2,6
1509,waste,7,5
1510,recurring,1,9
1511,pity,8,4
1512,lawlessness,1,11
1513,banish,2,6
1514,basket,1,6
1515,ultra,1,5
1516,agonized,1,8
1517,stuffing,1,8
1518,ripe,1,4
1519,sita,2,4
1520,excessively,1,11
1521,demanded,3,8
1522,sits,3,4
1523,impervious,1,10
1524,glared,1,6
1525,denial,1,6
1526,[6],1,3
1527,digging,1,7
1528,ball,1,4
1529,dusk,1,4
1530,bale,2,4
1531,bald,1,4
1532,upon,42,4
1533,dust,33,4
1534,genus,1,5
1535,fascinate,1,9
1536,colour,5,6
1537,sweetmeat,1,9
1538,command,7,7
1539,drawing,7,7
1540,devilry,1,7
1541,bothering,1,9
1542,lest,10,4
1543,flesh,9,5
1544,moments,4,7
1545,swords,1,6
1546,rambled,1,7
1547,rooms,6,5
1548,generous,2,8
1549,toyed,1,5
1550,wet,2,3
1551,practise,3,8
1552,scoundrel,1,9
1553,government,5,10
1554,flimsiness,1,10
1555,increases,1,9
1556,five,24,4
1557,enemys,1,6
1558,earthen,3,7
1559,bigotry,1,7
1560,imprison,1,8
1561,become,47,6
1562,underwent,1,9
1563,thief,15,5
1564,immortal,3,8
1565,loaded,2,6
1566,recognition,1,11
1567,bedding,1,7
1568,shone,4,5
1569,doer,1,4
1570,passion,25,7
1571,forgiven,1,8
1572,hoarded,2,7
1573,biology,1,7
1574,selecting,1,9
1575,pressure,5,8
1576,imaginary,3,9
1577,adversary,1,9
1578,stage,3,5
1579,gained,6,6
1580,sister,83,6
1581,parley,1,6
1582,seeds,1,5
1583,blackness,2,9
1584,seedy,1,5
1585,swimming,1,8
1586,letters,6,7
1587,unquestioning,1,13
1588,sharpness,1,9
1589,screamed,1,8
1590,erect,1,5
1591,roads,2,5
1592,charities,1,9
1593,mere,22,4
1594,disapproval,2,11
1595,startled,6,8
1596,troubling,4,9
1597,naturally,4,9
1598,function,1,8
1599,yarns,1,5
1600,count,4,5
1601,places,3,6
1602,official,1,8
1603,triumphant,2,10
1604,excitement,13,10
1605,placed,6,6
1606,intangible,1,10
1607,enthrone,1,8
1608,ekram,1,5
1609,problem,4,7
1610,profusion,2,9
1611,bearing,2,7
1612,rightly,4,7
1613,recognize,5,9
1614,ink,2,3
1615,nursed,1,6
1616,planting,1,8
1617,renowned,1,8
1618,compared,1,8
1619,deadly,1,6
1620,saviour,1,7
1621,details,1,7
1622,behold,2,6
1623,incorrigible,3,12
1624,illusion,6,8
1625,dismiss,2,7
1626,oppression,3,10
1627,chance,3,6
1628,pacify,1,6
1629,veil,11,4
1630,vein,2,4
1631,inspiration,2,11
1632,ghost,4,5
1633,searcher,1,8
1634,frightfully,1,11
1635,rule,4,4
1636,gardens,1,7
1637,doubts,3,6
1638,[18],1,4
1639,saved,10,5
1640,adorning,1,8
1641,pointing,1,8
1642,regal,1,5
1643,plaintive,1,9
1644,worth,9,5
1645,frowns,1,6
1646,lack,8,4
1647,sellers,1,7
1648,exaggerate,2,10
1649,announced,2,9
1650,crookedness,1,11
1651,triumph,2,7
1652,speck,1,5
1653,horn,1,4
1654,preacher,1,8
1655,rigorous,2,8
1656,contemn,2,7
1657,established,2,11
1658,gentlefolk,1,10
1659,quietly,1,7
1660,told,26,4
1661,notions,1,7
1662,festive,3,7
1663,bookcase,1,8
1664,pursuit,1,7
1665,cajolery,1,8
1666,celebration,4,11
1667,obtained,1,8
1668,daughter,4,8
1669,smoke,1,5
1670,glittering,1,10
1671,secure,2,6
1672,angrily,1,7
1673,highly,2,6
1674,glance,8,6
1675,devastation,2,11
1676,coins,4,5
1677,bundles,5,7
1678,insult,8,6
1679,abusing,1,7
1680,plenitude,1,9
1681,reign,2,5
1682,aware,9,5
1683,continual,1,9
1684,word,27,4
1685,wore,2,4
1686,unfailing,1,9
1687,work,47,4
1688,refusing,1,8
1689,worn,4,4
1690,groves,1,6
1691,era,1,3
1692,noren,2,5
1693,ascetic,5,7
1694,radiance,7,8
1695,quiver,3,6
1696,serpent,1,7
1697,quivering,2,9
1698,mataram,38,7
1699,flung,8,5
1700,india,5,5
1701,recovery,1,8
1702,farce,1,5
1703,agony,2,5
1704,nuts,4,4
1705,boats,1,5
1706,ordinary,7,8
1707,fever,2,5
1708,lad,2,3
1709,customs,2,7
1710,lay,15,3
1711,law,50,3
1712,lap,2,3
1713,hasty,1,5
1714,egged,1,5
1715,greek,1,5
1716,green,5,5
1717,fan,3,3
1718,order,16,5
1719,greed,12,5
1720,modesty,4,7
1721,office,7,6
1722,devote,1,6
1723,satisfied,3,9
1724,ticket,1,6
1725,[8],1,3
1726,somewhere,6,9
1727,tinkle,4,6
1728,bespeak,1,7
1729,precipitate,1,11
1730,then,1,4
1731,affected,3,8
1732,safe,20,4
1733,break,11,5
1734,band,5,4
1735,they,2,4
1736,lifelong,2,8
1737,bank,15,4
1738,bread,1,5
1739,slavery,3,7
1740,rocks,1,5
1741,reasonable,2,10
1742,cashmere,1,8
1743,bells,1,5
1744,lifted,3,6
1745,logs,1,4
1746,flock,2,5
1747,surpassingly,1,12
1748,spicing,1,7
1749,network,2,7
1750,forty,1,5
1751,vessels,3,7
1752,fellows,2,7
1753,medicine,2,8
1754,forth,10,5
1755,pointsmen,1,9
1756,barrier,1,7
1757,standard,4,8
1758,forcibly,2,8
1759,created,12,7
1760,creates,2,7
1761,renew,1,5
1762,footsteps,8,9
1763,stripling,1,9
1764,truthfulness,1,12
1765,render,3,6
1766,blossomed,1,9
1767,another,30,7
1768,thick,3,5
1769,tangle,1,6
1770,plentiful,1,9
1771,compromise,1,10
1772,airy,1,4
1773,totter,1,6
1774,paltry,2,6
1775,conscientiousness,1,17
1776,wasted,1,6
1777,mercy,4,5
1778,stupendous,3,10
1779,scenes,2,6
1780,seated,7,6
1781,glorifies,1,9
1782,splendidly,2,10
1783,guilt,1,5
1784,iron,12,4
1785,contrasted,1,10
1786,powers,2,6
1787,interests,1,9
1788,youre,1,5
1789,return,20,6
1790,manner,9,6
1791,accompany,1,9
1792,ponder,1,6
1793,strength,28,8
1794,genuine,3,7
1795,laden,4,5
1796,convenient,1,10
1797,casual,1,6
1798,materials,1,9
1799,quieted,1,7
1800,luxury,2,6
1801,forces,5,6
1802,thundering,1,10
1803,crinkled,2,8
1804,butted,1,6
1805,lucre,1,5
1806,germany,1,7
1807,phase,1,5
1808,hesitation,8,10
1809,grave,3,5
1810,overweeningly,1,13
1811,calculated,1,10
1812,aunt,6,4
1813,deeply,2,6
1814,notion,1,6
1815,fitted,1,6
1816,reserve,2,7
1817,subtly,1,6
1818,subtle,1,6
1819,make,94,4
1820,latent,1,6
1821,painfully,1,9
1822,guidance,1,8
1823,matters,6,7
1824,pursuing,1,8
1825,personality,2,11
1826,hussys,1,6
1827,railings,1,8
1828,leisure,2,7
1829,degradation,1,11
1830,exulting,1,8
1831,vividly,1,7
1832,unworthily,1,10
1833,headlong,1,8
1834,monologues,1,10
1835,runs,2,4
1836,covering,5,8
1837,exchanged,1,9
1838,unshakeable,1,11
1839,steal,7,5
1840,steam,1,5
1841,scrubbed,1,8
1842,observed,3,8
1843,checks,1,6
1844,discussions,1,11
1845,miserable,1,9
1846,diffidence,3,10
1847,draws,1,5
1848,shakti,12,6
1849,away,118,4
1850,gentleman,3,9
1851,unable,9,6
1852,impending,2,9
1853,props,1,5
1854,drawn,4,5
1855,accord,1,6
1856,terms,2,5
1857,admiring,1,8
1858,[21],1,4
1859,succumbs,1,8
1860,unfold,1,6
1861,visited,3,7
1862,received,11,8
1863,cow,3,3
1864,ill,6,3
1865,misunderstand,1,13
1866,receives,3,8
1867,receiver,1,8
1868,requests,1,8
1869,disappears,1,10
1870,tough,1,5
1871,character,5,9
1872,excess,1,6
1873,cadences,1,8
1874,speak,9,5
1875,gratitude,1,9
1876,petty,6,5
1877,warmth,1,6
1878,duties,10,6
1879,families,1,8
1880,easy,11,4
1881,attacked,1,8
1882,coherent,1,8
1883,armoury,1,7
1884,gracious,1,8
1885,ahead,4,5
1886,air,12,3
1887,aim,2,3
1888,property,1,8
1889,mistake,7,7
1890,crowning,1,8
1891,discourses,1,10
1892,deities,2,7
1893,marksmanship,1,12
1894,tissue,1,6
1895,pavements,1,9
1896,perform,1,7
1897,deepens,2,7
1898,descend,2,7
1899,accumulating,3,12
1900,monarch,1,7
1901,convictions,1,11
1902,pandit,1,6
1903,raid,2,4
1904,fuss,1,4
1905,rail,1,4
1906,evil,10,4
1907,hand,49,4
1908,palpable,2,8
1909,nip,1,3
1910,kept,43,4
1911,thy,1,3
1912,humble,2,6
1913,taint,1,5
1914,centres,1,7
1915,sullenly,1,8
1916,the,5,3
1917,musical,1,7
1918,traditions,3,10
1919,quoted,1,6
1920,photo,2,5
1921,dignify,1,7
1922,victim,1,6
1923,chided,1,6
1924,hills,1,5
1925,passive,1,7
1926,tyrannize,3,9
1927,shout,2,5
1928,spread,9,6
1929,transformed,1,11
1930,board,1,5
1931,righteous,1,9
1932,emphasis,1,8
1933,mocked,2,6
1934,boxes,7,5
1935,retreat,4,7
1936,night,44,5
1937,invaluable,1,10
1938,security,2,8
1939,starvation,1,10
1940,cooled,1,6
1941,flatter,2,7
1942,panchu,33,6
1943,born,17,4
1944,flatten,1,7
1945,bore,1,4
1946,orchid,3,6
1947,denies,1,6
1948,asking,1,6
1949,honoured,2,8
1950,denied,2,6
1951,beating,5,7
1952,pose,1,4
1953,ply,1,3
1954,untiringly,2,10
1955,graduated,1,9
1956,banked,1,6
1957,newspapers,2,10
1958,months,2,6
1959,accepts,1,7
1960,horizon,4,7
1961,cherish,1,7
1962,tonights,1,8
1963,treble,1,6
1964,mantle,1,6
1965,wasting,1,7
1966,float,1,5
1967,bound,7,5
1968,balances,1,8
1969,rendering,1,9
1970,amidst,1,6
1971,deception,3,9
1972,fight,5,5
1973,way,78,3
1974,wax,1,3
1975,was,3,3
1976,war,3,3
1977,lowest,1,6
1978,becoming,6,8
1979,converse,1,8
1980,forgetful,1,9
1981,vitality,1,8
1982,maxim,1,5
1983,mysterious,1,10
1984,true,56,4
1985,absent,5,6
1986,feelingless,1,11
1987,veiled,1,6
1988,markets,2,7
1989,ancestral,1,9
1990,crystal,2,7
1991,anew,3,4
1992,coverings,1,9
1993,prayed,2,6
1994,unharnessed,1,11
1995,[7],1,3
1996,howling,1,7
1997,xiii,2,4
1998,promised,2,8
1999,prayer,3,6
2000,20,1,2
2001,physical,2,8
2002,weakened,2,8
2003,disloyal,1,8
2004,reality,19,7
2005,shrine,3,6
2006,holding,6,7
2007,test,2,4
2008,unwilling,1,9
2009,shrink,2,6
2010,scored,1,6
2011,brothers,10,8
2012,welcome,2,7
2013,dissipation,3,11
2014,cheated,1,7
2015,bestowed,2,8
2016,flag,1,4
2017,together,16,8
2018,reception,2,9
2019,songs,4,5
2020,impulse,5,7
2021,dance,6,5
2022,indecently,1,10
2023,wakeful,1,7
2024,horseback,1,9
2025,disturbance,1,11
2026,grateful,1,8
2027,sandip,220,6
2028,battle,1,6
2029,idealism,3,8
2030,devotee,4,7
2031,certainly,1,9
2032,mounted,1,7
2033,flash,5,5
2034,ejaculated,2,10
2035,watchmen,1,8
2036,rhythm,2,6
2037,terror,2,6
2038,quilts,1,6
2039,feebly,1,6
2040,seemingly,1,9
2041,anonymous,1,9
2042,trouble,24,7
2043,fragile,1,7
2044,indras,2,6
2045,evades,1,6
2046,woven,2,5
2047,upper,1,5
2048,brave,1,5
2049,regret,1,6
2050,regained,1,8
2051,discover,2,8
2052,cost,11,4
2053,helpless,2,8
2054,curse,4,5
2055,appear,3,6
2056,havoc,1,5
2057,chota,22,5
2058,shared,1,6
2059,appeal,2,6
2060,satisfy,1,7
2061,supporting,1,10
2062,basketful,1,9
2063,muslin,1,6
2064,peeled,1,6
2065,lustrous,1,8
2066,gorge,1,5
2067,roaring,1,7
2068,teaches,1,7
2069,teacher,2,7
2070,change,13,6
2071,sending,5,7
2072,flames,1,6
2073,impatiently,4,11
2074,eke,1,3
2075,flamed,2,6
2076,patriotic,2,9
2077,pillow,1,6
2078,nikhil,73,6
2079,retired,3,7
2080,extra,2,5
2081,lending,1,7
2082,paragon,1,7
2083,marked,2,6
2084,bullock,1,7
2085,stings,1,6
2086,illumination,1,12
2087,rarely,1,6
2088,market,14,6
2089,prove,5,5
2090,symbolizes,1,10
2091,live,17,4
2092,wonderfully,2,11
2093,ripening,1,8
2094,angels,1,6
2095,club,1,4
2096,repentance,2,10
2097,envelope,2,8
2098,clue,1,4
2099,throbbed,1,8
2100,commissioned,1,12
2101,hesitated,5,9
2102,[23],1,4
2103,organizations,1,13
2104,decked,1,6
2105,car,1,3
2106,chastise,1,8
2107,hardest,1,7
2108,gathers,1,7
2109,can,153,3
2110,heart,97,5
2111,dedicated,3,9
2112,paused,1,6
2113,heard,19,5
2114,dacoities,1,9
2115,purity,2,6
2116,clothing,1,8
2117,restitution,1,11
2118,bankrupt,1,8
2119,fuming,1,6
2120,discussion,5,10
2121,spreads,1,7
2122,write,4,5
2123,retorted,6,8
2124,economy,1,7
2125,product,2,7
2126,sacrifice,7,9
2127,disgusted,1,9
2128,produce,2,7
2129,pave,2,4
2130,flourish,2,8
2131,lifting,1,7
2132,remember,14,8
2133,grandson,2,8
2134,whenever,13,8
2135,typical,1,7
2136,serving,2,7
2137,indeed,28,6
2138,nanku,6,5
2139,brain,2,5
2140,spurning,1,8
2141,nefarious,1,9
2142,whats,1,5
2143,cold,3,4
2144,still,49,5
2145,birds,2,5
2146,trifle,2,6
2147,tending,1,7
2148,acknowledge,4,11
2149,conquerors,1,10
2150,inflicted,1,9
2151,forms,1,5
2152,window,14,6
2153,showered,1,8
2154,chattering,3,10
2155,nom,1,3
2156,non,1,3
2157,halt,1,4
2158,fling,6,5
2159,introduce,1,9
2160,half,7,4
2161,not,1,3
2162,now,122,3
2163,provision,2,9
2164,hall,1,4
2165,galloping,2,9
2166,wont,4,4
2167,fumes,2,5
2168,servant,11,7
2169,drop,3,4
2170,deify,1,5
2171,ceremonially,1,12
2172,outrageously,1,12
2173,entirely,2,8
2174,vexation,2,8
2175,mould,4,5
2176,domain,1,6
2177,prompted,1,8
2178,anodynes,1,8
2179,hurried,6,7
2180,avidity,1,7
2181,fires,1,5
2182,year,15,4
2183,hurries,1,7
2184,happen,10,6
2185,pills,1,5
2186,amusement,1,9
2187,opened,9,6
2188,space,7,5
2189,thirst,1,6
2190,hastily,2,7
2191,looking,21,7
2192,tingle,1,6
2193,tunefulness,1,11
2194,receiving,2,9
2195,happenings,2,10
2196,shows,7,5
2197,cart,1,4
2198,obligation,2,10
2199,care,19,4
2200,vestige,1,7
2201,contemplation,1,13
2202,vehemently,1,10
2203,british,1,7
2204,honest,1,6
2205,fetters,3,7
2206,parashar,1,8
2207,invitation,2,10
2208,entrusted,1,9
2209,suffice,1,7
2210,blind,2,5
2211,xi,2,2
2212,xx,1,2
2213,directly,2,8
2214,impossible,11,10
2215,message,3,7
2216,drove,1,5
2217,xv,2,2
2218,tomorrow,20,8
2219,impetuous,2,9
2220,sheer,5,5
2221,sheet,1,5
2222,silent,19,6
2223,zamindar,7,8
2224,lightened,2,9
2225,callous,2,7
2226,households,1,10
2227,victorious,3,10
2228,tragic,1,6
2229,friend,4,6
2230,artless,1,7
2231,fleshly,3,7
2232,pomp,1,4
2233,that,1,4
2234,thieving,1,8
2235,expanse,1,7
2236,obstinately,1,11
2237,flowers,9,7
2238,appreciated,1,11
2239,accordance,1,10
2240,trappings,1,9
2241,retracing,1,9
2242,fruits,2,6
2243,angel,2,5
2244,slay,1,4
2245,distorted,1,9
2246,anger,4,5
2247,recover,4,7
2248,publicity,1,9
2249,offering,10,8
2250,lumps,1,5
2251,nuances,1,7
2252,objective,1,9
2253,swelled,2,7
2254,begin,5,5
2255,prick,1,5
2256,price,4,5
2257,banks,5,5
2258,successive,1,10
2259,forever,1,7
2260,garments,1,8
2261,saintliness,1,11
2262,mrs,1,3
2263,sunset,2,6
2264,slaves,1,6
2265,professional,1,12
2266,foaming,1,7
2267,german,1,6
2268,fifty,10,5
2269,discovered,5,10
2270,fifth,1,5
2271,geography,1,9
2272,sinks,1,5
2273,title,3,5
2274,shrill,1,6
2275,pumpkin,1,7
2276,kaviratna,1,9
2277,truly,16,5
2278,fortifications,1,14
2279,bracelets,1,9
2280,pestilential,1,12
2281,honours,1,7
2282,revulsion,2,9
2283,bartering,1,9
2284,husband,120,7
2285,burst,12,5
2286,fanned,2,6
2287,famine,1,6
2288,asleep,6,6
2289,foppery,1,7
2290,concern,1,7
2291,suspects,1,8
2292,fascinated,2,10
2293,colours,5,7
2294,3,1,1
2295,complexion,1,10
2296,import,1,6
2297,justified,1,9
2298,notice,2,6
2299,pluck,1,5
2300,blame,5,5
2301,unbending,1,9
2302,chatterjee,1,10
2303,article,1,7
2304,cleave,1,6
2305,pray,6,4
2306,deputed,1,7
2307,comet,1,5
2308,wheels,2,6
2309,comes,29,5
2310,madness,2,7
2311,fencers,1,7
2312,disgrace,2,8
2313,actually,7,8
2314,muttered,1,8
2315,punishes,1,8
2316,cares,2,5
2317,informed,3,8
2318,mongers,1,7
2319,dangers,2,7
2320,astonish,1,8
2321,purdah,2,6
2322,wounds,4,6
2323,language,3,8
2324,suspected,5,9
2325,realities,3,9
2326,coquetry,1,8
2327,developing,1,10
2328,trick,1,5
2329,cultivator,1,10
2330,joke,1,4
2331,dregs,2,5
2332,soil,6,4
2333,[27],1,4
2334,embrace,1,7
2335,raptures,1,8
2336,commanded,1,9
2337,thrills,1,7
2338,worry,4,5
2339,pester,1,6
2340,sugared,1,7
2341,food,10,4
2342,epoch,1,5
2343,inquiry,2,7
2344,noble,1,5
2345,finish,7,6
2346,thunderbolt,3,11
2347,centuries,2,9
2348,enjoyment,1,9
2349,foam,4,4
2350,[25],1,4
2351,fruit,10,5
2352,vaishnava,5,9
2353,nobly,1,5
2354,complained,2,10
2355,bondage,4,7
2356,breeze,1,6
2357,immeasurable,1,12
2358,fidgeted,1,8
2359,charged,3,7
2360,armour,2,6
2361,valuable,2,8
2362,shouts,1,6
2363,sweeping,3,8
2364,growled,1,7
2365,touch,29,5
2366,tirade,1,6
2367,death,45,5
2368,legitimately,1,12
2369,thinking,17,8
2370,starlings,1,9
2371,verse,1,5
2372,warms,1,5
2373,versa,1,5
2374,disputing,1,9
2375,struck,9,6
2376,trinkets,1,8
2377,read,20,4
2378,early,11,5
2379,earnest,1,7
2380,listening,1,9
2381,lady,4,4
2382,hovel,1,5
2383,ruled,1,5
2384,fortune,6,7
2385,utterances,1,10
2386,greeting,2,8
2387,miracle,1,7
2388,latters,1,7
2389,benefit,2,7
2390,xviii,1,5
2391,ceremonial,1,10
2392,rôle,1,4
2393,twelve,2,6
2394,falsehood,2,9
2395,apartments,10,10
2396,passions,1,8
2397,chatterjees,1,11
2398,cleansed,1,8
2399,assembly,2,8
2400,dejection,1,9
2401,strained,1,8
2402,innocence,2,9
2403,assemble,1,8
2404,partiality,1,10
2405,throw,4,5
2406,fondness,4,8
2407,hampers,1,7
2408,friendship,3,10
2409,boldly,1,6
2410,journey,8,7
2411,greatly,4,7
2412,stratagem,2,9
2413,protests,3,8
2414,unbounded,1,9
2415,persecution,1,11
2416,verily,1,6
2417,shrinking,2,9
2418,stare,2,5
2419,log,2,3
2420,removing,1,8
2421,start,9,5
2422,unreliability,1,13
2423,low,7,3
2424,lot,5,3
2425,groan,1,5
2426,curiously,2,9
2427,cottage,2,7
2428,pitched,1,7
2429,trying,23,6
2430,perversities,1,12
2431,sadness,1,7
2432,tones,3,5
2433,beliefs,1,7
2434,subdue,1,6
2435,moved,3,5
2436,moves,2,5
2437,cabinets,1,8
2438,selfishly,1,9
2439,thither,1,7
2440,trample,1,7
2441,evenings,1,8
2442,instantly,1,9
2443,you,19,3
2444,poor,29,4
2445,desolation,2,10
2446,drift,2,5
2447,disclosed,1,9
2448,peal,1,4
2449,suited,2,6
2450,pool,1,4
2451,building,1,8
2452,chaffed,1,7
2453,moonlight,1,9
2454,pluvius,1,7
2455,repay,1,5
2456,profits,2,7
2457,prying,2,6
2458,strings,1,7
2459,surrounded,2,10
2460,skeleton,1,8
2461,lopped,1,6
2462,month,4,5
2463,ceased,6,6
2464,religious,3,9
2465,dreadful,1,8
2466,pledged,1,7
2467,safety,1,6
2468,passivity,1,9
2469,confidential,1,12
2470,very,2,4
2471,horror,1,6
2472,coloured,3,8
2473,minded,5,6
2474,heaven,8,6
2475,heaved,1,6
2476,guileless,1,9
2477,mild,1,4
2478,prohibitions,1,12
2479,wearer,1,6
2480,throbbing,1,9
2481,streets,1,7
2482,enfeeble,1,8
2483,idolatry,1,8
2484,conscience,5,10
2485,darkness,15,8
2486,consumers,1,9
2487,scorching,1,9
2488,steadying,1,9
2489,witnesses,2,9
2490,turmoil,2,7
2491,loose,5,5
2492,tracks,1,6
2493,trunk,4,5
2494,praises,1,7
2495,strong,11,6
2496,interposed,5,10
2497,conviction,2,10
2498,losses,1,6
2499,fired,2,5
2500,amount,1,6
2501,partaken,1,8
2502,helps,1,5
2503,family,12,6
2504,swadeshi,23,8
2505,ask,13,3
2506,aimed,1,5
2507,conventional,1,12
2508,takes,10,5
2509,injure,1,6
2510,vi,3,2
2511,taken,35,5
2512,cannibalism,1,11
2513,lowering,1,8
2514,musingly,1,8
2515,excuse,2,6
2516,deigned,1,7
2517,broke,9,5
2518,hurry,2,5
2519,helped,3,6
2520,offender,1,8
2521,breezes,1,7
2522,pawns,1,5
2523,abnegation,1,10
2524,nine,13,4
2525,thumped,1,7
2526,spontaneous,1,11
2527,history,18,7
2528,transcend,1,9
2529,stinging,1,8
2530,boycott,1,7
2531,pushed,4,6
2532,fillies,1,7
2533,revelry,1,7
2534,cows,2,4
2535,phrase,1,6
2536,weakening,2,9
2537,species,1,7
2538,firmly,1,6
2539,stayed,2,6
2540,surpassed,1,9
2541,tried,13,5
2542,rude,2,4
2543,unashamed,5,9
2544,finality,1,8
2545,humbug,1,6
2546,undergo,1,7
2547,mantram,1,7
2548,dread,2,5
2549,wreaking,1,8
2550,dream,9,5
2551,remnants,1,8
2552,help,20,4
2553,soon,16,4
2554,held,15,4
2555,staunch,2,7
2556,fined,2,5
2557,solving,1,7
2558,reluctance,1,10
2559,fruitful,1,8
2560,absence,2,7
2561,systems,1,7
2562,differed,1,8
2563,rabble,1,6
2564,fines,1,5
2565,forbear,1,7
2566,evening,17,7
2567,groping,1,7
2568,nestled,1,7
2569,motherless,1,10
2570,moaning,1,7
2571,foot,10,4
2572,desperately,2,11
2573,imprisoned,1,10
2574,fully,7,5
2575,bless,2,5
2576,stopped,7,7
2577,fairy,2,5
2578,heavy,4,5
2579,jaws,2,4
2580,exasperated,2,11
2581,bickering,1,9
2582,punitive,1,8
2583,talisman,1,8
2584,beyond,16,6
2585,heave,1,5
2586,event,1,5
2587,veneration,1,10
2588,miss,13,4
2589,since,27,5
2590,fountain,3,8
2591,7,1,1
2592,shrivel,1,7
2593,harbours,1,8
2594,drink,9,5
2595,bass,1,4
2596,dirt,1,4
2597,houses,2,6
2598,reason,21,6
2599,base,1,4
2600,put,44,3
2601,unbecoming,2,10
2602,launch,1,6
2603,terrible,14,8
2604,bridegroom,2,10
2605,terribly,2,8
2606,american,1,8
2607,blush,3,5
2608,assign,1,6
2609,beggary,2,7
2610,merry,1,5
2611,buffaloes,2,9
2612,knocking,2,8
2613,reflected,4,9
2614,elder,6,5
2615,unexpected,3,10
2616,mist,5,4
2617,visions,1,7
2618,horse,1,5
2619,blossom,2,7
2620,interwoven,1,10
2621,eddy,1,4
2622,station,1,7
2623,hundred,11,7
2624,banana,1,6
2625,shifted,1,7
2626,selling,4,7
2627,storm,13,5
2628,cartridges,1,10
2629,blindly,1,7
2630,inventing,1,9
2631,translation,1,11
2632,grew,3,4
2633,tunic,3,5
2634,lament,1,6
2635,miseries,1,8
2636,hesitating,2,10
2637,bride,3,5
2638,recovered,1,9
2639,crescent,1,8
2640,deciding,1,8
2641,withered,2,8
2642,urgently,2,8
2643,alongside,1,9
2644,juice,2,5
2645,substantial,1,11
2646,lie,9,3
2647,adrift,1,6
2648,trance,1,6
2649,flaming,2,7
2650,officers,3,8
2651,sordid,1,6
2652,lit,2,3
2653,useless,2,7
2654,comprehended,1,12
2655,towards,30,7
2656,plunder,2,7
2657,unthought,1,9
2658,eaten,1,5
2659,clear,23,5
2660,broadened,1,9
2661,clean,4,5
2662,usual,3,5
2663,flicker,1,7
2664,heavens,1,7
2665,justice,3,7
2666,less,4,4
2667,surveyed,1,8
2668,ensconced,1,9
2669,officials,3,9
2670,albeit,2,6
2671,trees,8,5
2672,famous,1,6
2673,feels,6,5
2674,pretending,1,10
2675,alexander,2,9
2676,sacrificed,1,10
2677,perfume,1,7
2678,sacrifices,5,10
2679,gathered,3,8
2680,x,3,1
2681,patriotism,5,10
2682,throwing,1,8
2683,xxiii,1,5
2684,plough,1,6
2685,purposeless,1,11
2686,rankling,1,8
2687,close,3,5
2688,horrid,1,6
2689,pictures,2,8
2690,familiarity,1,11
2691,won,7,3
2692,probably,5,8
2693,aeons,1,5
2694,pictured,1,8
2695,unconscious,4,11
2696,amused,1,6
2697,distinguish,2,11
2698,dally,1,5
2699,arrears,1,7
2700,abruptly,1,8
2701,hoisted,1,7
2702,secrets,1,7
2703,sensitive,5,9
2704,forgotten,4,9
2705,vault,1,5
2706,protector,1,9
2707,unrelenting,1,11
2708,liked,1,5
2709,headed,1,6
2710,manners,5,7
2711,whatever,27,8
2712,vessel,1,6
2713,stamp,1,5
2714,damp,1,4
2715,coarse,2,6
2716,threaten,1,8
2717,territory,4,9
2718,delights,3,8
2719,lived,1,5
